,English_title_token,Telugu_title_token
2232,INALAVARIPALEM,ఇనాలవారిపాలెం
2233,BELLAMPUDI,బెల్లంపూడి
2234,POLIMERADADIGADI,పొలిమేరదడిగాడి
2235,GUTAMVARIPETA,గూటంవారిపేట
2236,PATHAGANNAVARAM,పాతగన్నవరం
2237,(D),(డి.)
2238,TATIKAYALAVARIPALEM,తాటికాయలవారిపాలెం
2239,KATHULAVARIPETA,కత్తులవారిపేట
2240,BODAPATIVARIPALEM,బోడపాటివారిపాలెం
2241,KORUKONDAVARIPETA,కోరుకొండవారిపేట
2242,PRABHALAPUNTHA,ప్రభలపుంత
2243,MUNGANDA,ముంగండ
2244,ITIKALAMERAKA,ఇటికలమెరక
2245,JANGAVARIPETA,జంగవారిపేట
2246,MATHAVARIPETA,మతవారిపేట
2247,SARELLAVARIPETA,సారెల్లవారిపేట
2248,MUNGANDAPALEM,ముంగండపాలెం
2249,GAJULAGUNTA,గాజులగుంట
2250,MUNJAVARAPUKOTTU,ముంజవరపుకొట్టు
2251,KARUPALLIPADU,కరుపల్లిపాడు
2252,MUNJAVARAM,ముంజవరం
2253,KATHARLANKA,కాతర్లంక
2254,GONDIPALEM,గొండిపాలెం
2255,JONNALALANKA,జొన్నలలంక
2256,MONDEPU,మొండెపు
2257,YENUGUPALLE,ఏనుగుపల్లె
2258,BADAVA,బడవ
2259,YELLAMELLIVARIPETA,యెల్లమెల్లవారిపేట
2260,MANEPALLI,మానేపల్లి
2261,JANAGATTU,జనగట్టు
2262,SIVAILANKA,శివైలంక
2263,NAGULLANKA,నాగుల్లంక
2264,SIDHILAMERAKA,శిదిలమేరక
2265,PEDAKANDALAPALEM,పెదకండలపాలెం
2266,DIRISALAVARIPETA,దిరిశాలవారిపేట
2267,CHINTALADIBBA,చింతలదిబ్బ
2268,GUDDAYA,గుడ్డయ
2269,VADREVUPALLE,వాడ్రేవుపల్లె
2270,CHAKALIPALEM,చాకలిపాలెం
2271,KAMUZUVARI,కాముజువారి
2272,COMINGPETA,కామింగ్పేట
2273,MUKKAMALA,ముక్కమాల
2274,KOMBATTULAVARIPETA,కొంబత్తులవారిపేట
2275,CHITTICHERUVU,చిట్టిచెరువు
2276,CHIRATAPUDI,చిరతపూడి
2277,PULLETIKURRU,పల్లేటికుర్రు
2278,CHEEKATLAVARIPETA,చీకట్లవారిపేట
2279,KOLLIVARIPETA,కొల్లివారిపేట
2280,KADALAVARIPALEM,కదలవారిపాలెం
2281,VYAGRESWARAM,వ్యాగ్రేశ్వరం
2282,IRUSUMANDA,ఇరుసుమంద
2283,JAGGANNATHOTA,జగ్గన్నతోట
2284,MOSALIPALLI,మొసలిపల్లి
2285,SIDDHARDHANAGAR,సిద్ధార్ధనగర్
2286,GANGALAKURRU,గంగాలకుర్రు
2287,MUSHINIVARIPALEM,ముషినివారిపాలెం
2288,GUDALA,గూడల
2289,GUNTAMAMIDI,గుంతమామిడి
2290,BEERAVARIPETA,బీరవారిపేట
2291,PECHTTIVARIPALEM,పెచుట్టివారిపాలెం
2292,NANDEPUVARIPALEM,నందెపువారిపాలెం
2293,PENDIPETA,పెండిపేట
2294,ISUKAPUDI,ఇసుకపూడి
2295,JAKKAMSETTIVARIPALEM,జక్కంశెట్టివారిపాలెం
2296,TURAKALA,తురకల
2297,PANDUVARIPETA,పండువారిపేట
2298,KORLAPATIVARIPALEM,కొర్లపాటివారిపాలెం
2299,KOTIVARI,కోటివారి
2300,NAGABATHULAVARIPALEM,నాగబాతులవారిపాలెం
2301,BEEARAVARI,బీరావారి
2302,AMBAJIPETA,అంబాజీపేట
2303,POTHAILANKA,పోతైలంక
2304,NANDAMPUDI,నందంపూడి
2305,THONDAVARAM,తొండవరం
2306,VENNAPUVARI,వెన్నపువారి
2307,VAKALAGARUVU,వాకలగరువు
2308,BULLIYYA,బుల్లియ్య
2309,MADUPALLI,మదుపల్లి
2310,VEERAVALLIPALEM,వీరవాల్లిపాలెం
2311,NADIMILANKA,నడిమిలంక
2312,BOMMARALATIPPA,బొమ్మరాలతిప్ప
2313,CHINTANA,చింతన
2314,CHINTANALANKA,చింతనలంక
2315,VELUVALAPALLI,వెలువలపల్లి
2316,MSN,ఎం.ఎస్.ఎన్.ఈ.ఎం.
2317,RAO,రావు
2318,AINAVILLI,అయినవిల్లి
2319,AINAVILLILANKA,అయినవిల్లిలంక
2320,MAGAPUVARI,మగపువారి
2321,SANAPALLILANKA,సనపల్లిలంక
2322,GUNTRUVARIPALEM,గుంటూరువారిపాలెం
2323,MULAPALEM,మూలపాలెం
2324,THURPUPETA,తూర్పుపేట
2325,SANAPALLI,శానపల్లి
2326,KONDUKUDURU,కొందుకుదూరు
2327,SANKARAIGUDEM,సంకరాయిగూడెం
2328,KRAPAPALEM,క్రపపాలెం
2329,PEDALANKA,పెదలంక
2330,KODAVATIVARILANKA,కొడవటివారిలంక
2331,VARAVARIPETA,వారవారిపేట
2332,SIRIPALLI,సిరిపల్లి
2333,NEDUNURU,నేదునూరు
2334,ARIPOLAM,ఆరిపొలం
2335,TURAKA,తురక
2336,NALLA,నల్ల
2337,CHEREVU,చెరువు
2338,(AN),(అన్)
2339,VILASA,విలాస
2340,RAVI,రవి
2341,GUNTA,గుంట
2342,DOMMETIVARIPALEM,దొమ్మేటివారిపాలెం
2343,MAGAM,మగం
2344,POTHUKURRU,పోతుకుర్రు
2345,GUMMADIVARIPALEM,గుమ్మడివారిపాలెం
2346,SALADIVARI,సాలాదివారి
2347,GURAJAPU,గురజపు
2348,PALLAVARI,పల్లవారి
2349,THANELANKA,లంక
2350,VADDIGUDEM,వడ్డిగూడెం
2351,CHINAPETA,చినపేట
2352,TANELANKA,తానేలంక
2353,KOMANAPALLE,కోమనపల్లె
2354,MOLLIVARIPETA,మొల్లివారిపేట
2355,GEDELLANKA,జీడెల్లంక
2356,ANNAMPALLE,అన్నంపల్లె
2357,RAMJINAGAR,రాంజినగర్
2358,LAKSHMIDEVILANKA,లక్ష్మీదేవీలంక
2359,GADILANKA,గడెలంక
2360,BANDARU,బండారు
2361,PATSANTLAVARI,పత్సంత్లవారి
2362,THOTLAPALEM,తొట్లపాలెం
2363,MARRIPOLAM,మర్రిపొలం
2364,CHINTAVANIREVU,చింతవానిరెవు
2365,KARRIVANIREVU,కర్రివానిరెవు
2366,MATTADI,మత్తడి
2367,TILLAMMACHERUVUPETA,తిల్లమ్మచెరువుపేట
2368,PETTAVARIPETA,పెట్టవారిపేట
2369,SURAI,సురై
2370,CHERVU,చెర్వు
2371,CHINTALAPUDI,చింతలపూడి
2372,AJJARAPUVARI,అజ్జరపువారి
2373,MATTAPARTHI,మట్టపర్తి
2374,MUNIKOTIVARI,మునికోటివారి
2375,MAHAPATU,మహాపాటు
2376,NALLAVARIPETA,నల్లవారిపేట
2377,AINAPURAM,అయినాపురం
2378,BORRVARI,బొర్రవారి
2379,CHITTI,చిట్టి
2380,CHINAMET,చినమెట్
2381,AMBATIVARIPETA,అంబటివారిపేట
2382,PASUVULLANKA,పసువులంక
2383,GODIVARIPETA,గోడివారిపేట
2384,KOLAVARIMERAKA,కొలవారిమెరక
2385,RAJULAMERAKA,రాజులమెరక
2386,MANGAPALEM,మంగపాలెం
2387,BHAVANIPETA,భవానిపేట
2388,GUTHINADEEVI,గుత్తినదీవి
2389,RAGHAVENDRAPURAM,రాఘవేంద్రపురాం
2390,BHYRAVALANKA,భైరవలంక
2391,KARAVAKULAVANKA,కరవకులవంక
2392,THEERATHALAMONDI,తీరతాలమొంది
2393,BHIRAVAPALEM,భైరవపాలెం
2394,BHYRAVAPALEM,భైరవపాలెం
2395,JAGGAAMPETA,జగ్గంపేట
2396,KODAPA,కొడప
2397,MOOLAPOLAM,మూలపోలం
2398,SEETANNACHERUVU,సీతాన్నచెరువు
2399,DUPPULLANKA,దుప్పూల్లంక
2400,NANDULAVRI,నందులవారి
2401,BANAPURAM,బాణపురం
2402,CHINAPEDAMADI,చినపెదమడి
2403,PEDDAMADI,పెద్దమడి
2404,MURAMALLA,మూరమల్ల
2405,PITHANIVARI,పీఠనివారి
2406,PAELM,పాలెం
2407,KOTHAMURA,కొత్త
2408,MALLA,మురమల్ల
2409,KESANAKURRU,కేశనకుర్రు
2410,KESANAKURU,కేసనకూరు
2411,AKKAPUVARICHERUVU,అక్కాపువారిచెరువు
2412,PEMMI,పెమ్మి
2413,REDDIPALEM,రెడ్డిపాలెం
2414,RAMARAJUMERAKA,రామరాజుమెరక
2415,KESANAKURRUPALEM,కేసనకూర్రుపాలెం
2416,KANNAPULANKA,కన్నపులంక
2417,POGAKULANKA,పోగాకులంక
2418,ALLURIVARICHERUVU,అల్లూరివారిచెరువు
2419,PALLILEPALEM,పల్లిలేపాలెం
2420,CHINATILLAKUPPA,చినతిళ్లకుప్ప
2421,SRIRANGARAJAPURAM,శ్రీరంగరాజపురం
2422,THILLAKKUPPA,తిళ్లకుప్ప
2423,CHEYYERU,చెయ్యేరు
2424,JALLAGUNTA,జల్లగుంట
2425,VADDIVARIPETA,వడ్డివారిపేట
2426,NETAJI,నేతాజీ
2427,AGRAHRAM,అగ్రహారం
2428,LAKSHMIWADA,లక్ష్మీవాడ
2429,LAKSHMIVADA,లక్ష్మీవాడ
2430,PENUMALLE,పెనుమల్లే
2431,BANTUMILLI,బంటుమిల్లి
2432,NAGICHERUVU,నాగిచెరువు
2433,LATCHIRAJU,లట్చిరాజు
2434,VENKAMMACHERUVU,వెంకమ్మచెరువు
2435,BRAHMANNA,బ్రహ్మాన్న
2436,RAMASAMI,రామసామి
2437,GACHAKAYALA,గాచకాయల
2438,PORA,పోరా
2439,KATRENIKONA,కత్రేనీకోన
2440,KUNDALESWARAM,కుండలేశ్వరం
2441,KUNCHANAPALLI,కుంచనపల్లి
2442,GIDDIVARI,గిడ్డివారి
2443,KOPPI,కొప్పి
2444,PEDACHERUVU,పెదచెరువు
2445,MARLACHERUVU,మర్లాచెరువు
2446,(AP),(ఎపి)
2447,DONTIKURRU,దొంతికుర్రు
2448,PORAPETA,పొరపేట
2449,CHINTALAMERAKA,చింతలమెరక
2450,KANDIKUPPA,కందికుప్ప
2451,TOKALAVARI,తోకలవారి
2452,GARUVUPETA,గరువుపేట
2453,GAGINGATHIPPA,గగింగతిప్ప
2454,GOPALARAOPETA,గోపాలరావుపేట
2455,MILATARY,మిలటరీ
2456,BOJJAVARIPETA,బొజ్జవారిపేట
2457,PALLAM,పల్లం
2458,JAIBHEEMNAGAR,జైభీమ్నగర్
2459,LINEPETA,లినెపేట
2460,MOKKALA,మొక్కల
2461,THIPPA,తిప్ప
2462,MOLLETI,మొల్లేటి
2463,MOGA,మొగ
2464,BOOLAVARIPETA,బూలవారిపేట
2465,SAPEVARIPALLI,సపేవారిపల్లి
2466,PALLAMKURRU,పల్లంకుర్రు
2467,GOLLAGARUVU,గొల్లగరువు
2468,NEELAREVU,నీలరేవు
2469,BRAHMASAMEDHYAM,బ్రహ్మసమేధ్యం
2470,VILASAVILLI,విలసవిల్లి
2471,GOKANAVILLI,గోకనవిల్లి
2472,BHEEMANAPALLI,భీమనపల్లి
2473,PATHALADIBBA,పాఠాలదిబ్బ
2474,TADICHERUVU,తడిచెరువు
2475,SUDAPALEM,సుదపాలెం
2476,KITHANACHERUVU,కీతనచెరువు
2477,NANGAVARAM,నంగవరం
2478,JINNURIVARI,జిన్నూరివారి
2479,SANNAVILLI,సన్నవిల్లి
2480,CHINAGADAVALLI,చినగడవల్లి
2481,PEDAGADAVILLI,పెదగడవిల్లి
2482,VALLAIAHCHERUVU,వాళ్ళయ్యచెరువు
2483,MUNIPALLI,మునిపల్లి
2484,NIMMAKAYALAKOTHAPALLI,నిమ్మకాయాలకొత్తపల్లి
2485,CHINARAGHAVULAPETA,చినరాఘవులపేట
2486,KONKIVARI,కొంకివారి
2487,RAGHAVALAPETA,రాఘవాలపేట
2488,KAMARAJU,కామరాజు
2489,PEDAVURU,పెదవూరు
2490,CHIKATLAPALEM,చిక్కట్లపాలెం
2491,MADHURAVARIPETA,మధురవారిపేట
2492,TATACHERUVU,తాతచెరువు
2493,UPPALAGUPTAM,ఉప్పలగుప్తం
2494,VANAPALLIPALEM,వానపల్లిపాలెం
2495,GOLLAVILLI,గొల్లవిల్లి
2496,VADAPARRU,వాడాపర్రు
2497,SARIPELLI,సరిపెల్లి
2498,SARIPALLI,సరిపల్లి
2499,CHALLAPALLI,చల్లపల్లి
2500,JAGARAJUPETA,జగరాజుపేట
2501,PARRA,పర్ర
2502,SURASENA,సురసేన
2503,YANAM,యానాం
2504,SURASANIYANAM,సురసనియనం
2505,KAMBHAMPADU,కంభంపాడు
2506,NADIPUDI,నడిపూడి
2507,AMBATIVARI,అంబటివారి
2508,NAMALAVARI,నామాలవారి
2509,SETTIPETA,సెట్టిపేట
2510,BHATNAVILLI,భట్నవిల్లి
2511,REDDI,రెడ్డి
2512,KAMANAGARUVU,కామనగరువు
2513,CHITTEMMACHERUVU,చిట్టెమ్మచెరువు
2514,BADUGUVARIPETA,బడుగువారిపేట
2515,APPANAPETA,అప్పనపేట
2516,MENDUVARIPETA,మెండువారిపేట
2517,JANUPALLI,జానుపల్లి
2518,BALUSUTIPPA,బలుసుతిప్ప
2519,INDUPALLI,ఇందుపల్లి
2520,MAMIDITHOTA,మామిడితోట
2521,GUNNEPALLI,గున్నెపల్లి
2522,SAKURU,సాకూరు
2523,TADI,తడి
2524,PERURU,పేరూరు
2525,LANKATHOTA,లంకతోట
2526,CHINTAPALLIVARI,చింతపల్లివారి
2527,PERURUPETA,పేరూరుపేట
2528,RAGAVYYA,రాఘవయ్య
2529,(V),(వి.)
2530,ROLLAPALEM,రొల్లపాలెం
2531,KANDERIVARIPETA,కందేరివారిపేట
2532,IMMIDIVARAPPADU,ఇమ్మిడివరప్పాడు
2533,THANDAVAPALLI,తాండవపల్లి
2534,MUNGANDAVARI,ముంగండవారి
2535,SAVARAPPALEM,సవరప్పాలెం
2536,UPPUCHERUVUGATTU,ఉప్పుచెరువుగట్టు
2537,GURUVINTHA,గురువింత
2538,RANGAPURAM,రంగాపురం
2539,DANGETIVARI,దంగేటివారి
2540,VALLURIVARIPETA,వల్లూరివారిపేట
2541,KAPATI,కాపాటి
2542,VEEDHI,వీధి
2543,VUTUKURI,వూటుకూరి
2544,BODASAKURRU,బోదసకుర్రు
2545,BODASAKURRUPALEM,బోడసకుర్రుపాలెం
2546,DEVARLANKA,దేవర్లంక
2547,ALLAVARAM,అల్లవరం
2548,POLAM,పోలం
2549,GOSANGIVARIPETA,గోసంగివారిపేటేట
2550,PAATIVAARI,పాటివారి
2551,KODURUPADU,కోదురుపాడు
2552,VEERAMACHERUVU,వీరమచెరువు
2553,YENTRIKONA,ఎంట్రీకోన
2554,MOLLIPALLEM,మొల్లిపల్లెం
2555,RELLUGADDA,రెల్లుగడ్డ
2556,YELUVALALANKA,ఏలువలలంక
2557,GODILANKA,గోడీలంక
2558,PENUMALAVARI,పెనుమలవారి
2559,GODI,గోడి
2560,GODIPALEM,గోడిపాలెం
2561,MOGALLAMURU,మొగల్లమురు
2562,SIRIGATLAPALLI,సిరిగట్లపల్లి
2563,THURPULANKA,తూర్పులంక
2564,DEVAGUPTAM,దేవగుప్తం
2565,NALLGUNTA,నల్లగుంట
2566,KARRACHERUVU,కర్రచెరువు
2567,RAVULAPALEM,రావులపాలెం
2568,POTHULAVARI,పోతులవారి
2569,SAMANTHAKURRU,సామంతకుర్రు
2570,SAMANTHAKURU,సమాంతకూరు
2571,KOMARAGIRIPATNAM,కోమరాగిరిపట్నం
2572,ARAGATLAPALEM,అరగట్లపాలెం
2573,VODALAREVU,ఓడలరేవు
2574,BENDAMURLANKA,బెండమూర్లంక
2575,TALLACHERUVU,తాళ్ళచెరువు
2576,ITIKULAGUNTA,ఇటికులగుంట
2577,THUMMALAPALLI,తుమ్మలపల్లి
2578,LAKSHMANESWARAM,లక్ష్మణేశ్వరం
2579,PEDAPATNAM,పెదపట్నం
2580,APPANAPALLIBADAVA,అప్పనపల్లిబడవ
2581,DODDAVARAM,దొడ్డవరం
2582,PASARLAPUDI,పాశర్లపూడి
2583,MAMIDIKUDURU,మామిడికుదురు
2584,JAGGANNAPETA,జగ్గన్నపేట
2585,MOGALIKUDURU,మొగిలికుదురు
2586,GEDDADA,గెద్దాడ
2587,EDARADA,ఎదరడా
2588,MAKANAPALEM,మాకానపాలెం
2589,LUTUKURRU,లుతుకుర్రు
2590,PASARLAPUDILANKA,పాశర్లపూడిలంక
2591,KOMARADA,కొమరాడ
2592,MAGATAPALLI,మగతపల్లి
2593,GOGANNAMATAM,గొగన్నమఠం
2594,KARAVAKA,కరవాక
2595,TATIPAKA,తాటిపాక
2596,MATHAM,మతం
2597,PODALADA,పొదలడ
2598,SOMPALLI,సొంపల్లి
2599,RAZOLE,రాజోల్
2600,(COOPERATIVE),(కోపరేటివ్)
2601,CHELLINGIVARI,చెల్లింగివారి
2602,SIVAKODU,శివకోడు
2603,SIVAKODUPALEM,శివకోడుపాలెం
2604,KONDELANKA,కొండెలంక
2605,KADALI,కడలి
2606,VASAMSETTIVARIPALEM,వసంశెట్టివారిపాలెం
2607,ARAVAPALEM,అరవపాలెం
2608,CHENNADAM,చెన్నడం
2609,CHINTALAPALLI,చింతలపల్లి
2610,POTHUMATLA,పోతుమాట్ల
2611,PIPPALLAVARIMERAKA,పిప్పల్లవారిమెరక
2612,PONNAMANDA,పొన్నమండ
2613,MERAKAPALEM,మేరకపాలెం
2614,GIDUGUVARI,గిడుగువారి
2615,GANDHIPURAM,గాంధీపురం
2616,KATRENIPADU,కత్రేనీపాడు
